불용일자,불용확정일자,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,정리일자,운용부서,운용상태,내용연수,물품상태,사유
2022-02-19,2022-03-06,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201701476,2017-02-03,10960000,2017-02-22,공학대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2022-07-30,2022-08-24,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201701477,2017-02-03,10960000,2017-02-22,공학대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2021-07-06,2021-08-01,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201701478,2017-02-03,10960000,2017-02-22,공학대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2021-11-07,2021-11-29,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201701479,2017-02-03,10960000,2017-02-22,공학대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2021-05-02,2021-05-18,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201701480,2017-02-03,10960000,2017-02-22,공학대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2026-01-05,,badbergjr,박대리,대기,4321150724158946,데스크톱컴퓨터,M201701481,2017-02-03,10960000,2017-02-22,공학대학RC행정팀(ERICA),운용,5,불용품,노후화(성능저하)
2025-02-16,,badbergjr,박대리,대기,4321150724158946,데스크톱컴퓨터,M201701482,2017-02-03,10960000,2017-02-22,공학대학RC행정팀(ERICA),운용,5,불용품,노후화(성능저하)
2023-04-17,2023-05-01,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201701483,2017-02-03,10960000,2017-02-22,공학대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2024-12-22,2025-01-16,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201901504,2019-03-04,599000,2019-03-11,공학대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2023-08-31,2023-09-18,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201701506,2017-11-09,545000,2017-11-13,공학대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2021-07-27,2021-08-10,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201601508,2016-08-15,5951000,2016-09-01,공학대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2019-10-16,2019-11-13,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201601509,2016-08-15,5951000,2016-09-01,공학대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2020-03-18,2020-04-08,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201601510,2016-08-15,5951000,2016-09-01,공학대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2025-12-01,,badbergjr,박대리,대기,4321150724158946,데스크톱컴퓨터,M201601511,2016-08-15,5951000,2016-09-01,공학대학RC행정팀(ERICA),운용,5,폐품,고장/파손
2020-11-17,,badbergjr,박대리,반려,4321150724158946,데스크톱컴퓨터,M201601512,2016-08-15,5951000,2016-09-01,공학대학RC행정팀(ERICA),운용,5,불용품,노후화(성능저하)
2020-05-09,2020-06-02,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201601513,2016-08-15,5951000,2016-09-01,공학대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2022-01-19,2022-02-15,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201601514,2016-08-15,5951000,2016-09-01,공학대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2025-01-02,,badbergjr,박대리,대기,4321150724158946,데스크톱컴퓨터,M201601515,2016-08-15,5951000,2016-09-01,공학대학RC행정팀(ERICA),운용,5,불용품,노후화(성능저하)
2021-05-18,2021-06-04,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201601516,2016-08-15,5951000,2016-09-01,공학대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2022-03-07,2022-03-25,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201601517,2016-08-15,5951000,2016-09-01,공학대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2021-12-30,2022-01-21,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201601518,2016-08-15,5951000,2016-09-01,공학대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2019-10-30,2019-11-15,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201601530,2016-03-14,6288000,2016-04-03,공학대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2022-12-14,2023-01-13,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201601531,2016-03-14,6288000,2016-04-03,공학대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2021-02-11,2021-03-13,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201601532,2016-03-14,6288000,2016-04-03,공학대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2020-02-05,2020-03-03,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201601533,2016-03-14,6288000,2016-04-03,공학대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2019-09-28,2019-10-24,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201601534,2016-03-14,6288000,2016-04-03,공학대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2025-07-01,,badbergjr,박대리,대기,4321150724158946,데스크톱컴퓨터,M201601535,2016-03-14,6288000,2016-04-03,공학대학RC행정팀(ERICA),운용,5,불용품,노후화(성능저하)
2020-08-05,2020-09-04,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201601536,2016-03-14,6288000,2016-04-03,공학대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2019-12-18,2020-01-07,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201601537,2016-03-14,6288000,2016-04-03,공학대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2022-03-11,2022-04-02,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201601538,2016-03-14,6288000,2016-04-03,공학대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2021-07-28,2021-08-26,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201601539,2016-03-14,6288000,2016-04-03,공학대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2020-02-08,2020-02-26,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201601540,2016-03-14,6288000,2016-04-03,공학대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2025-12-19,,badbergjr,박대리,대기,4321150724158946,데스크톱컴퓨터,M201601541,2016-03-14,6288000,2016-04-03,공학대학RC행정팀(ERICA),운용,5,불용품,수리비용과다
2024-04-05,2024-04-25,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M202201544,2022-12-01,6816000,2022-12-20,공학대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2025-08-16,,badbergjr,박대리,대기,4321150724158946,데스크톱컴퓨터,M201901554,2019-02-28,5540000,2019-03-20,공학대학RC행정팀(ERICA),운용,5,폐품,고장/파손
2023-02-13,2023-03-13,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201901555,2019-02-28,5540000,2019-03-20,공학대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2025-11-16,,badbergjr,박대리,대기,4321150724158946,데스크톱컴퓨터,M201901556,2019-02-28,5540000,2019-03-20,공학대학RC행정팀(ERICA),운용,5,불용품,노후화(성능저하)
2024-11-11,,badbergjr,박대리,대기,4321150724158946,데스크톱컴퓨터,M201901557,2019-02-28,5540000,2019-03-20,공학대학RC행정팀(ERICA),운용,5,폐품,고장/파손
2023-08-10,2023-09-09,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201901558,2019-02-28,5540000,2019-03-20,공학대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2025-12-26,,badbergjr,박대리,대기,4321150724158946,데스크톱컴퓨터,M201901559,2019-02-28,5540000,2019-03-20,공학대학RC행정팀(ERICA),운용,5,불용품,노후화(성능저하)
2025-11-03,,badbergjr,박대리,대기,4321150724158946,데스크톱컴퓨터,M201901560,2019-02-28,5540000,2019-03-20,공학대학RC행정팀(ERICA),운용,5,불용품,노후화(성능저하)
2023-12-03,2023-12-27,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201901561,2019-02-28,5540000,2019-03-20,공학대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2023-07-09,2023-07-30,badbergjr,박대리,확정,4321150724158946,데스크톱컴퓨터,M201901562,2019-02-28,5540000,2019-03-20,공학대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2025-08-18,,badbergjr,박대리,대기,4321150724158946,데스크톱컴퓨터,M201901563,2019-02-28,5540000,2019-03-20,공학대학RC행정팀(ERICA),운용,5,불용품,수리비용과다
2025-10-19,,badbergjr,박대리,대기,4321190224407366,액정모니터,M201701574,2017-07-03,517000,2017-07-10,공학대학RC행정팀(ERICA),운용,5,불용품,노후화(성능저하)
2021-03-31,2021-04-18,badbergjr,박대리,확정,4321190224407366,액정모니터,M201501576,2015-04-08,514000,2015-04-11,공학대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2025-08-11,,badbergjr,박대리,대기,4321190224407366,액정모니터,M202101577,2021-04-02,542000,2021-04-09,공학대학RC행정팀(ERICA),반납,5,중고품,구형화
2024-04-24,2024-05-20,badbergjr,박대리,확정,4321190224407366,액정모니터,M201601580,2016-11-13,535000,2016-11-18,공학대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2018-08-12,2018-08-30,badbergjr,박대리,확정,4321190224407366,액정모니터,M201801582,2018-01-12,515000,2018-01-19,공학대학RC행정팀(ERICA),불용,5,중고품,활용부서부재
2026-02-04,,badbergjr,박대리,대기,4321190224407366,액정모니터,M201801584,2018-07-12,514000,2018-07-16,공학대학RC행정팀(ERICA),운용,5,불용품,수리비용과다
2025-01-07,,badbergjr,박대리,대기,4321190224407366,액정모니터,M201801586,2018-10-23,1070000,2018-10-27,공학대학RC행정팀(ERICA),운용,5,불용품,수리비용과다
2025-03-24,,badbergjr,박대리,대기,4321190224407366,액정모니터,M201601590,2016-09-09,500000,2016-09-14,공학대학RC행정팀(ERICA),운용,5,불용품,수리비용과다
2025-11-24,,badbergjr,박대리,대기,4321190224407366,액정모니터,M201801594,2018-10-26,1096000,2018-11-01,공학대학RC행정팀(ERICA),운용,5,불용품,수리비용과다
2025-10-10,2025-10-26,badbergjr,박대리,확정,4321190224407366,액정모니터,M201801595,2018-10-26,1096000,2018-11-01,공학대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2025-06-17,,badbergjr,박대리,대기,4321190224407366,액정모니터,M201601601,2016-01-14,1012000,2016-01-19,공학대학RC행정팀(ERICA),운용,5,불용품,수리비용과다
2022-12-01,2022-12-27,badbergjr,박대리,확정,4321190224407366,액정모니터,M201601602,2016-01-14,1012000,2016-01-19,공학대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2023-11-13,,badbergjr,박대리,반려,4321190224407366,액정모니터,M201601605,2016-06-11,518000,2016-06-17,공학대학RC행정팀(ERICA),운용,5,불용품,수리비용과다
2023-01-13,2023-01-31,badbergjr,박대리,확정,4321190224407366,액정모니터,M201601607,2016-04-20,1028000,2016-04-23,공학대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2025-10-16,,badbergjr,박대리,대기,4321190224407366,액정모니터,M201601608,2016-04-20,1028000,2016-04-23,공학대학RC행정팀(ERICA),운용,5,불용품,노후화(성능저하)
2022-08-02,2022-08-17,badbergjr,박대리,확정,4321190224407366,액정모니터,M201501611,2015-03-08,1068000,2015-03-15,공학대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2023-05-19,2023-06-11,badbergjr,박대리,확정,4321190224407366,액정모니터,M201501612,2015-03-08,1068000,2015-03-15,공학대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2025-12-21,,badbergjr,박대리,대기,4321190224407366,액정모니터,M201901615,2019-10-08,526000,2019-10-14,공학대학RC행정팀(ERICA),운용,5,불용품,노후화(성능저하)
2025-07-06,,badbergjr,박대리,대기,4321190224407366,액정모니터,M201801617,2018-08-20,1096000,2018-08-24,공학대학RC행정팀(ERICA),운용,5,폐품,고장/파손
2023-05-13,2023-06-09,badbergjr,박대리,확정,4321190224407366,액정모니터,M201801618,2018-08-20,1096000,2018-08-24,공학대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2023-08-15,2023-09-10,badbergjr,박대리,확정,4321190224407366,액정모니터,M201901626,2019-06-21,1118000,2019-06-28,공학대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2019-05-27,2019-06-11,badbergjr,박대리,확정,4321190224407366,액정모니터,M201901629,2019-03-03,1034000,2019-03-10,공학대학RC행정팀(ERICA),불용,5,신품,활용부서부재
2024-02-06,2024-02-25,badbergjr,박대리,확정,4321190224407366,액정모니터,M201901630,2019-03-03,1034000,2019-03-10,공학대학RC행정팀(ERICA),불용,5,불용품,노후화(성능저하)
2025-02-06,,badbergjr,박대리,대기,4321190224407366,액정모니터,M201601633,2016-09-09,1000000,2016-09-15,공학대학RC행정팀(ERICA),운용,5,폐품,고장/파손
2024-02-03,2024-03-03,badbergjr,박대리,확정,4321190224407366,액정모니터,M201601634,2016-09-09,1000000,2016-09-15,공학대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2025-05-30,2025-06-15,badbergjr,박대리,확정,4321190224407366,액정모니터,M201901641,2019-03-06,1126000,2019-03-11,공학대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2023-09-08,2023-09-26,badbergjr,박대리,확정,4321190224407366,액정모니터,M201901642,2019-03-06,1126000,2019-03-11,공학대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2024-01-31,2024-02-25,badbergjr,박대리,확정,4321190224407366,액정모니터,M201601645,2016-01-21,1004000,2016-01-25,공학대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2019-12-12,2020-01-02,badbergjr,박대리,확정,4321190224407366,액정모니터,M201601646,2016-01-21,1004000,2016-01-25,공학대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2020-06-24,2020-07-11,badbergjr,박대리,확정,4321190224407366,액정모니터,M201501649,2015-08-04,1018000,2015-08-07,공학대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2021-11-04,2021-11-29,badbergjr,박대리,확정,4321190224407366,액정모니터,M201501650,2015-08-04,1018000,2015-08-07,공학대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2025-03-18,2025-04-16,badbergjr,박대리,확정,4321190224407366,액정모니터,M201701663,2017-08-04,1098000,2017-08-08,공학대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2025-12-24,2026-01-21,badbergjr,박대리,확정,4321190224407366,액정모니터,M201701664,2017-08-04,1098000,2017-08-08,공학대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2022-04-11,,badbergjr,박대리,반려,4321190224407366,액정모니터,M201601667,2016-01-15,510000,2016-01-19,공학대학RC행정팀(ERICA),운용,5,불용품,수리비용과다
2023-08-02,2023-08-28,badbergjr,박대리,확정,4321190224407366,액정모니터,M201501669,2015-12-06,1026000,2015-12-13,공학대학RC행정팀(ERICA),불용,5,불용품,수리비용과다
2023-07-24,2023-08-07,badbergjr,박대리,확정,4321190224407366,액정모니터,M201501670,2015-12-06,1026000,2015-12-13,공학대학RC행정팀(ERICA),불용,5,폐품,고장/파손
2022-12-09,2023-01-05,badbergjr,박대리,확정,4321210523858386,레이저프린터,M201701673,2017-06-20,3460000,2017-06-23,공학대학RC행정팀(ERICA),불용,6,폐품,고장/파손
2023-07-16,,badbergjr,박대리,반려,4321210523858386,레이저프린터,M201901675,2019-05-19,7150000,2019-05-22,공학대학RC행정팀(ERICA),운용,6,불용품,수리비용과다
2024-12-19,2025-01-06,badbergjr,박대리,확정,4321210523858386,레이저프린터,M201901676,2019-05-19,7150000,2019-05-22,공학대학RC행정팀(ERICA),불용,6,폐품,고장/파손
2020-11-09,2020-11-25,badbergjr,박대리,확정,4321210523858386,레이저프린터,M201501679,2015-06-20,6774000,2015-06-27,공학대학RC행정팀(ERICA),불용,6,불용품,수리비용과다
2022-07-29,2022-08-27,badbergjr,박대리,확정,4321210523858386,레이저프린터,M201501680,2015-06-20,6774000,2015-06-27,공학대학RC행정팀(ERICA),불용,6,폐품,고장/파손
2023-03-07,2023-03-29,badbergjr,박대리,확정,4321210523858386,레이저프린터,M201701683,2017-03-10,3625000,2017-03-16,공학대학RC행정팀(ERICA),불용,6,폐품,고장/파손
2024-04-12,2024-04-27,badbergjr,박대리,확정,4321171124204348,스캐너,M201501685,2015-04-05,5375000,2015-04-11,공학대학RC행정팀(ERICA),불용,6,폐품,고장/파손
2020-02-17,2020-03-11,badbergjr,박대리,확정,4321171124204348,스캐너,M201601687,2016-01-06,10888000,2016-01-11,공학대학RC행정팀(ERICA),불용,6,불용품,수리비용과다
2026-01-03,,badbergjr,박대리,대기,4321171124204348,스캐너,M201601688,2016-01-06,10888000,2016-01-11,공학대학RC행정팀(ERICA),운용,6,불용품,노후화(성능저하)
2024-12-27,2025-01-21,badbergjr,박대리,확정,4321171124204348,스캐너,M201501691,2015-12-15,5376000,2015-12-21,공학대학RC행정팀(ERICA),불용,6,불용품,노후화(성능저하)
2021-12-30,2022-01-19,badbergjr,박대리,확정,4321171124204348,스캐너,M201501693,2015-07-19,5402000,2015-07-23,공학대학RC행정팀(ERICA),불용,6,불용품,노후화(성능저하)
2025-08-06,2025-08-28,badbergjr,박대리,확정,4321171124204348,스캐너,M201801695,2018-04-13,5985000,2018-04-18,공학대학RC행정팀(ERICA),불용,6,불용품,수리비용과다
2024-08-19,2024-09-12,badbergjr,박대리,확정,4322260923908131,네트워크라우터,M201601697,2016-03-18,1080000,2016-03-25,공학대학RC행정팀(ERICA),불용,9,불용품,수리비용과다
2022-05-21,2022-06-09,badbergjr,박대리,확정,4322260923908131,네트워크라우터,M201601698,2016-03-18,1080000,2016-03-25,공학대학RC행정팀(ERICA),불용,9,불용품,수리비용과다
2025-08-07,,badbergjr,박대리,대기,4322260923908131,네트워크라우터,M201901699,2019-03-25,576000,2019-03-28,공학대학RC행정팀(ERICA),운용,9,불용품,노후화(성능저하)
2020-11-15,2020-12-13,badbergjr,박대리,확정,4322260923908131,네트워크라우터,M201601700,2016-02-26,1154000,2016-03-01,공학대학RC행정팀(ERICA),불용,9,불용품,수리비용과다
2021-07-16,,badbergjr,박대리,반려,4322260923908131,네트워크라우터,M201601701,2016-02-26,1154000,2016-03-01,공학대학RC행정팀(ERICA),운용,9,폐품,고장/파손
2019-04-18,2019-05-02,badbergjr,박대리,확정,4322260923908131,네트워크라우터,M201501702,2015-03-06,1104000,2015-03-13,공학대학RC행정팀(ERICA),불용,9,불용품,수리비용과다
2019-10-08,2019-11-03,badbergjr,박대리,확정,4322260923908131,네트워크라우터,M201501703,2015-03-06,1104000,2015-03-13,공학대학RC행정팀(ERICA),불용,9,불용품,노후화(성능저하)
2025-03-21,2025-04-08,badbergjr,박대리,확정,4322260923908131,네트워크라우터,M201801706,2018-08-21,593000,2018-08-27,공학대학RC행정팀(ERICA),불용,9,불용품,수리비용과다
2023-10-28,2023-11-18,badbergjr,박대리,확정,4320180323809899,하드디스크드라이브,M201901707,2019-02-15,11342000,2019-02-22,공학대학RC행정팀(ERICA),불용,7,폐품,고장/파손
2024-03-27,2024-04-17,badbergjr,박대리,확정,4320180323809899,하드디스크드라이브,M201901708,2019-02-15,11342000,2019-02-22,공학대학RC행정팀(ERICA),불용,7,폐품,고장/파손
2024-11-27,,badbergjr,박대리,대기,4320180323809899,하드디스크드라이브,M201801709,2018-03-28,10872000,2018-04-04,공학대학RC행정팀(ERICA),운용,7,폐품,고장/파손
2025-07-05,,badbergjr,박대리,대기,4320180323809899,하드디스크드라이브,M201801710,2018-03-28,10872000,2018-04-04,공학대학RC행정팀(ERICA),운용,7,폐품,고장/파손
2025-08-16,2025-09-12,badbergjr,박대리,확정,4320180323809899,하드디스크드라이브,M201801711,2018-10-26,11362000,2018-10-31,공학대학RC행정팀(ERICA),불용,7,불용품,수리비용과다
2025-10-11,,badbergjr,박대리,대기,4320180323809899,하드디스크드라이브,M201801712,2018-10-26,11362000,2018-10-31,공학대학RC행정팀(ERICA),운용,7,불용품,수리비용과다
2025-10-22,2025-11-20,badbergjr,박대리,확정,5610170325114372,책상,M201901722,2019-02-02,92760000,2019-02-22,공학대학RC행정팀(ERICA),불용,9,불용품,수리비용과다
2019-02-07,2019-02-27,badbergjr,박대리,확정,5610170325114372,책상,M201801734,2018-05-06,104414000,2018-05-18,공학대학RC행정팀(ERICA),불용,9,신품,활용부서부재
2018-12-14,2019-01-08,badbergjr,박대리,확정,5610170325114372,책상,M201801743,2018-05-06,104414000,2018-05-18,공학대학RC행정팀(ERICA),불용,9,중고품,활용부서부재
2019-11-20,2019-12-08,badbergjr,박대리,확정,5610170325114372,책상,M201801744,2018-05-06,104414000,2018-05-18,학생지원팀(ERICA),불용,9,신품,공용전환
2019-04-09,2019-05-07,badbergjr,박대리,확정,5610170325114372,책상,M201801756,2018-12-05,84392000,2018-12-15,공학대학RC행정팀(ERICA),불용,9,중고품,활용부서부재
2025-07-19,,badbergjr,박대리,대기,5610170325114372,책상,M201801762,2018-12-05,84392000,2018-12-15,공학대학RC행정팀(ERICA),반납,9,중고품,공용전환
2023-12-04,2023-12-27,badbergjr,박대리,확정,5610170325114372,책상,M201601767,2016-06-07,6165000,2016-06-13,공학대학RC행정팀(ERICA),불용,9,폐품,고장/파손
2024-02-23,2024-03-12,badbergjr,박대리,확정,5610170325114372,책상,M201901773,2019-06-05,83930000,2019-06-17,공학대학RC행정팀(ERICA),불용,9,불용품,수리비용과다
2020-02-17,2020-03-10,badbergjr,박대리,확정,5610170325114372,책상,M201901774,2019-06-05,83930000,2019-06-17,공학대학RC행정팀(ERICA),불용,9,신품,공용전환
2025-05-04,,badbergjr,박대리,대기,5610170325114372,책상,M201901775,2019-06-05,83930000,2019-06-17,공학대학RC행정팀(ERICA),반납,9,중고품,공용전환
2015-10-25,2015-11-17,badbergjr,박대리,확정,5611210224128496,작업용의자,M201501783,2015-03-10,1320000,2015-03-25,공학대학RC행정팀(ERICA),불용,8,중고품,활용부서부재
2021-01-19,2021-02-11,badbergjr,박대리,확정,5611210224128496,작업용의자,M201501784,2015-03-10,1320000,2015-03-25,공학대학RC행정팀(ERICA),불용,8,불용품,노후화(성능저하)
2025-12-04,,badbergjr,박대리,대기,5611210224128496,작업용의자,M201501785,2015-03-10,1320000,2015-03-25,공학대학RC행정팀(ERICA),운용,8,불용품,수리비용과다
2021-04-25,2021-05-13,badbergjr,박대리,확정,5611210224128496,작업용의자,M201501786,2015-03-10,1320000,2015-03-25,공학대학RC행정팀(ERICA),불용,8,불용품,노후화(성능저하)
2024-05-23,2024-06-17,badbergjr,박대리,확정,5611210224128496,작업용의자,M201501787,2015-03-10,1320000,2015-03-25,공학대학RC행정팀(ERICA),불용,8,불용품,노후화(성능저하)
2023-02-23,2023-03-24,badbergjr,박대리,확정,5611210224128496,작업용의자,M201501788,2015-03-10,1320000,2015-03-25,공학대학RC행정팀(ERICA),불용,8,불용품,수리비용과다
2024-11-23,2024-12-12,badbergjr,박대리,확정,5611210224128496,작업용의자,M201501789,2015-03-10,1320000,2015-03-25,공학대학RC행정팀(ERICA),불용,8,폐품,고장/파손
2020-08-06,2020-09-04,badbergjr,박대리,확정,5611210224128496,작업용의자,M201501790,2015-03-10,1320000,2015-03-25,공학대학RC행정팀(ERICA),불용,8,불용품,수리비용과다
2025-02-19,2025-03-14,badbergjr,박대리,확정,5611210224128496,작업용의자,M201501791,2015-03-10,1320000,2015-03-25,공학대학RC행정팀(ERICA),불용,8,폐품,고장/파손
2025-01-21,2025-02-16,badbergjr,박대리,확정,5611210224128496,작업용의자,M201501792,2015-03-10,1320000,2015-03-25,공학대학RC행정팀(ERICA),불용,8,불용품,수리비용과다
2025-01-09,,badbergjr,박대리,대기,5611210224128496,작업용의자,M201501796,2015-03-10,1320000,2015-03-25,공학대학RC행정팀(ERICA),운용,8,불용품,노후화(성능저하)
2025-01-15,,badbergjr,박대리,반려,5611210224128496,작업용의자,M201501797,2015-03-10,1320000,2015-03-25,공학대학RC행정팀(ERICA),운용,8,폐품,고장/파손
2025-07-09,,badbergjr,박대리,대기,5611210224128496,작업용의자,M202301803,2023-05-03,1515000,2023-05-12,공학대학RC행정팀(ERICA),운용,8,불용품,노후화(성능저하)
2020-02-03,2020-02-27,badbergjr,박대리,확정,5611210224128496,작업용의자,M201901813,2019-03-22,1261000,2019-03-29,공학대학RC행정팀(ERICA),불용,8,중고품,활용부서부재
2019-06-10,2019-07-05,badbergjr,박대리,확정,5611210224128496,작업용의자,M201901818,2019-03-22,1261000,2019-03-29,공학대학RC행정팀(ERICA),불용,8,중고품,공용전환
2025-07-17,,badbergjr,박대리,대기,5611210224128496,작업용의자,M201601826,2016-03-20,93000,2016-03-24,공학대학RC행정팀(ERICA),운용,8,불용품,노후화(성능저하)
2024-06-15,2024-07-14,badbergjr,박대리,확정,5611210224128496,작업용의자,M201901828,2019-01-03,291000,2019-01-08,공학대학RC행정팀(ERICA),불용,8,불용품,수리비용과다
2020-02-09,2020-02-23,badbergjr,박대리,확정,5611210224128496,작업용의자,M201901839,2019-02-26,1410000,2019-03-17,공학대학RC행정팀(ERICA),불용,8,중고품,구형화
2025-07-19,,badbergjr,박대리,대기,4411191125460962,인터랙티브화이트보드및액세서리,M201601861,2016-04-17,48500000,2016-04-23,공학대학RC행정팀(ERICA),운용,7,폐품,고장/파손
2026-01-26,,badbergjr,박대리,대기,4411191125460962,인터랙티브화이트보드및액세서리,M201601862,2016-04-17,48500000,2016-04-23,공학대학RC행정팀(ERICA),운용,7,폐품,고장/파손
2023-11-10,2023-12-09,badbergjr,박대리,확정,4411191125460962,인터랙티브화이트보드및액세서리,M201701865,2017-01-21,25941000,2017-01-24,공학대학RC행정팀(ERICA),불용,7,불용품,수리비용과다
2024-09-24,2024-10-21,badbergjr,박대리,확정,4512150425468676,디지털카메라,M201701867,2017-03-21,5992000,2017-03-28,공학대학RC행정팀(ERICA),불용,8,불용품,수리비용과다
2024-11-29,,badbergjr,박대리,대기,4512150425468676,디지털카메라,M201701868,2017-03-21,5992000,2017-03-28,공학대학RC행정팀(ERICA),운용,8,불용품,수리비용과다
2021-03-26,2021-04-17,badbergjr,박대리,확정,4410150325652906,다기능복사기,M201501876,2015-01-21,468000,2015-01-27,공학대학RC행정팀(ERICA),불용,8,불용품,수리비용과다
2025-11-13,,badbergjr,박대리,대기,4016160225676461,공기청정기,M201801878,2018-06-22,1726000,2018-06-27,공학대학RC행정팀(ERICA),운용,9,불용품,노후화(성능저하)
2025-10-01,2025-10-25,badbergjr,박대리,확정,4016160225676461,공기청정기,M201901880,2019-04-02,1838000,2019-04-05,공학대학RC행정팀(ERICA),불용,9,불용품,노후화(성능저하)
2024-07-29,2024-08-23,badbergjr,박대리,확정,4016160225676461,공기청정기,M201601883,2016-09-26,1710000,2016-10-03,공학대학RC행정팀(ERICA),불용,9,불용품,노후화(성능저하)
2019-10-28,2019-11-16,badbergjr,박대리,확정,4321150324343967,노트북컴퓨터,M201701886,2017-01-03,2358000,2017-01-07,경상대학RC행정팀(ERICA),불용,6,불용품,노후화(성능저하)
2022-02-15,2022-03-09,badbergjr,박대리,확정,4321150324343967,노트북컴퓨터,M201701887,2017-01-03,2358000,2017-01-07,경상대학RC행정팀(ERICA),불용,6,불용품,수리비용과다
